theta_u,Max_L,Sparsity,Size,Topography,Classification
0.42682,0.64202,0.0,0.3876,0.97103,S
0.45071000000000006,0.34163000000000004,0.0,0.2228,0.9646,S
0.48143,0.86119,0.0,0.46,0.34906,S
0.45075,0.7589100000000001,0.0,0.4248,0.75376,S
0.39371999999999996,0.9129299999999999,0.0,1.0,0.0,NS
0.38393,0.4735,0.0,0.3464,0.60844,S
0.49444,0.57457,0.0,0.2764,0.98436,S
0.51266,0.52673,0.0,0.2404,0.9675799999999999,S
0.37156999999999996,0.57115,0.0,0.42,0.7718,S
0.32918000000000003,0.35931,0.0,0.3336,0.9336200000000001,S
0.5949800000000001,0.41263,0.0,0.13155999999999998,0.98851,S
0.65155,0.5885199999999999,0.0,0.12,0.98561,S
0.32631,0.65199,0.0,0.616,0.8214899999999999,S
0.61073,0.31587,0.0,0.12,0.98241,S
0.69213,0.90241,0.0,0.12,0.9436700000000001,S
0.49528,0.6965100000000001,0.0,0.3224,0.94494,S
0.56942,0.29875999999999997,0.0,0.12308,0.9874299999999999,S
0.4258,0.79776,0.0,0.5272,0.84211,S
0.5734,0.4612,0.0,0.16128,0.78467,S
0.31623,0.33748,0.0,0.3308,0.94331,S
0.35849000000000003,0.68706,0.0,0.5512,0.74638,S
0.33337,0.20182999999999998,0.0,0.2256,0.9830200000000001,S
0.34275,0.59296,0.0,0.4836,0.93679,S
0.65056,0.69582,0.0,0.13297,0.92671,S
0.30628,0.36054,0.0,0.3588,0.9199,S
0.51351,0.71192,0.0,0.3072,0.94811,S
0.5436300000000001,0.9963299999999999,0.0,0.4628,0.6729,S
0.56401,0.48933999999999994,0.0,0.1804,0.84201,S
0.35802,0.81565,0.0,1.0,0.0,NS
0.31145,0.3719,0.0,0.36,0.8995700000000001,S
0.53632,0.30978,0.0,0.1436,0.9718899999999999,S
0.33211,0.20861999999999997,0.0,0.226,0.9629700000000001,S
0.40831,0.9403,0.0,1.0,0.0,NS
0.30609000000000003,0.2073,0.0,0.2452,0.9738100000000001,S
0.37225,0.33526,0.0,0.278,0.9719899999999999,S
0.30198,0.98141,0.0,1.0,0.0,NS
0.48408,0.79775,0.0,0.39399999999999996,0.9003399999999999,S
0.37875,0.37545,0.0,0.2964,0.69103,S
0.53418,0.97239,0.0,0.4632,0.9500200000000001,S
0.30078,0.54099,0.0,0.5152,0.95444,S
0.35528000000000004,0.79115,0.0,1.0,0.0,NS
0.39115,0.72702,0.0,0.5176,0.46436000000000005,S
0.40102,0.33921,0.0,0.2588,0.9709399999999999,S
0.47207,0.76536,0.0,0.4004,0.38216,S
0.38592,0.64942,0.0,0.4584,0.8302200000000001,S
0.47152,0.2249,0.0,0.15755,0.9894299999999999,S
0.4499,0.79187,0.0,0.45799999999999996,0.28844000000000003,S
0.52355,0.56913,0.0,0.2452,0.93189,S
0.5237,0.5131399999999999,0.0,0.2268,0.93132,S
0.4627,0.30719,0.0,0.2012,0.98206,S
0.47392,0.5977100000000001,0.0,0.3076,0.93986,S
0.38163,0.32292,0.0,0.2632,0.97103,S
0.61593,0.91633,0.0,0.2316,0.97544,S
0.33792,0.8380700000000001,0.0,1.0,0.0,NS
0.58475,0.26273,0.0,0.12,0.98165,S
0.40273000000000003,0.2959,0.0,0.2344,0.95185,S
0.40687,0.62066,0.0,0.4048,0.72806,S
0.45192,0.6443800000000001,0.0,0.3596,0.49535,S
0.45337,0.81666,0.0,0.4696,0.55204,S
0.32918000000000003,0.35931,0.0,0.3336,0.9336200000000001,S
0.5949800000000001,0.41263,0.0,0.13155999999999998,0.98851,S
0.65155,0.5885199999999999,0.0,0.12,0.98561,S
0.32631,0.65199,0.0,0.616,0.8214899999999999,S
0.61073,0.31587,0.0,0.12,0.98241,S
0.69213,0.90241,0.0,0.12,0.9436700000000001,S
0.49528,0.6965100000000001,0.0,0.3224,0.94494,S
0.56942,0.29875999999999997,0.0,0.12308,0.9874299999999999,S
0.4258,0.79776,0.0,0.5272,0.84211,S
0.5734,0.4612,0.0,0.16128,0.78467,S
0.31623,0.33748,0.0,0.3308,0.94331,S
0.35849000000000003,0.68706,0.0,0.5512,0.74638,S
0.33337,0.20182999999999998,0.0,0.2256,0.9830200000000001,S
0.34275,0.59296,0.0,0.4836,0.93679,S
0.65056,0.69582,0.0,0.13297,0.92671,S
0.30628,0.36054,0.0,0.3588,0.9199,S
0.51351,0.71192,0.0,0.3072,0.94811,S
0.5436300000000001,0.9963299999999999,0.0,0.4628,0.6729,S
0.56401,0.48933999999999994,0.0,0.1804,0.84201,S
0.35802,0.81565,0.0,1.0,0.0,NS
0.31145,0.3719,0.0,0.36,0.8995700000000001,S
0.53632,0.30978,0.0,0.1436,0.9718899999999999,S
0.33211,0.20861999999999997,0.0,0.226,0.9629700000000001,S
0.40831,0.9403,0.0,1.0,0.0,NS
0.30609000000000003,0.2073,0.0,0.2452,0.9738100000000001,S
0.37225,0.33526,0.0,0.278,0.9719899999999999,S
0.30198,0.98141,0.0,1.0,0.0,NS
0.60004,0.51478,0.0,0.14884,0.84293,S
0.48408,0.79775,0.0,0.39399999999999996,0.9003399999999999,S
0.37875,0.37545,0.0,0.2964,0.69103,S
0.64113,0.67318,0.0,0.13917000000000002,0.9213399999999999,S
0.53418,0.97239,0.0,0.4632,0.9500200000000001,S
0.30078,0.54099,0.0,0.5152,0.95444,S
0.49068999999999996,0.40223000000000003,0.0,0.2188,0.94609,S
0.5402600000000001,0.91389,0.0,0.3664,0.9135700000000001,S
0.62815,0.29139,0.0,0.12,0.9803299999999999,S
0.37773,0.33962,0.0,0.2752,0.95252,S
0.5372600000000001,0.5382899999999999,0.0,0.22,0.7662399999999999,S
0.38201,0.47198,0.0,0.3456,0.9787100000000001,S
0.46884,0.77975,0.0,0.4028,0.7177,S
0.66442,0.47235,0.0,0.12,0.98014,S
0.6241899999999999,0.9602700000000001,0.0,0.23399999999999999,0.69813,S
0.56801,0.44086000000000003,0.0,0.162,0.99185,S
0.46108999999999994,0.9842299999999999,0.0,1.0,0.0,NS
0.60997,0.34196,0.0,0.12,0.9710200000000001,S
0.46618999999999994,0.72869,0.0,0.3808,0.95281,S
0.32665,0.68555,0.0,0.9079999999999999,0.14187,NS
0.31598000000000004,0.7784399999999999,0.0,1.0,0.0,NS
0.69829,0.99597,0.0,0.12118,0.96783,S
0.48931,0.39404,0.0,0.2156,0.97525,S
0.49399,0.32643,0.0,0.1816,0.9716100000000001,S
0.32206999999999997,0.8601700000000001,0.0,1.0,0.0,NS
0.6572100000000001,0.51256,0.0,0.12,0.9733200000000001,S
0.6894,0.9016200000000001,0.0,0.12,0.9098299999999999,S
0.36959000000000003,0.75752,0.0,0.7528,0.6846,S
0.5365,0.63684,0.0,0.2512,0.9656600000000001,S
0.51259,0.95162,0.0,0.5,0.3529,S
0.31982,0.9504299999999999,0.0,1.0,0.0,NS
0.36975,0.64512,0.0,0.4788,0.79386,S
0.53588,0.47162,0.0,0.2004,0.69823,S
0.55812,0.7550899999999999,0.0,0.2624,0.95693,S
0.61133,0.77749,0.0,0.1992,0.9811,S
0.67542,0.9608200000000001,0.0,0.13767000000000001,0.89341,S
0.39561,0.62338,0.0,0.4216,0.9252799999999999,S
0.33209,0.34164,0.0,0.3184,0.9700700000000001,S
0.40071,0.5444100000000001,0.0,0.37,0.93861,S
0.45148999999999995,0.9204700000000001,0.0,1.0,0.0,NS
0.47229,0.91132,0.0,0.5892,0.9303600000000001,S
0.47003,0.21143,0.0,0.1508,0.9863799999999999,S
0.52351,0.81398,0.0,0.3392,0.91194,S
0.32311999999999996,0.6049399999999999,0.0,0.5316,0.52499,S
0.31489,0.65486,0.0,0.8384,0.62859,S
0.48203,0.82985,0.0,0.42200000000000004,0.94868,S
0.62054,0.9035799999999999,0.0,0.2176,0.76451,S
0.46311,0.76818,0.0,0.4132,0.46753,S
0.47596000000000005,0.59528,0.0,0.308,0.9578899999999999,S
0.49798000000000003,0.8829299999999999,0.0,0.4356,0.76902,S
0.48149,0.2908,0.0,0.1776,0.9889700000000001,S
0.6754899999999999,0.63384,0.0,0.12,0.80132,S
0.30775,0.42678,0.0,0.4044,0.8824,S
0.36844,0.6735300000000001,0.0,0.508,0.75971,S
0.35765,0.43491,0.0,0.35,0.90225,S
0.57358,0.9083700000000001,0.0,0.2996,0.84086,S
0.39086,0.70595,0.0,0.4996,0.6564,S
0.65938,0.8689399999999999,0.0,0.14708,0.9723700000000001,S
0.66996,0.84996,0.0,0.13105999999999998,0.9815799999999999,S
0.65542,0.6095,0.0,0.12105,0.97765,S
0.37633,0.9365899999999999,0.0,1.0,0.0,NS
0.53588,0.47162,0.0,0.2004,0.69823,S
0.55812,0.7550899999999999,0.0,0.2624,0.95693,S
0.61133,0.77749,0.0,0.1992,0.9811,S
0.39561,0.62338,0.0,0.4216,0.9252799999999999,S
0.33209,0.34164,0.0,0.3184,0.9700700000000001,S
0.40071,0.5444100000000001,0.0,0.37,0.93861,S
0.45148999999999995,0.9204700000000001,0.0,1.0,0.0,NS
0.47229,0.91132,0.0,0.5892,0.9303600000000001,S
0.47003,0.21143,0.0,0.1508,0.9863799999999999,S
0.52351,0.81398,0.0,0.3392,0.91194,S
0.32311999999999996,0.6049399999999999,0.0,0.5316,0.52499,S
0.31489,0.65486,0.0,0.8384,0.62859,S
0.48203,0.82985,0.0,0.42200000000000004,0.94868,S
0.62054,0.9035799999999999,0.0,0.2176,0.76451,S
0.46311,0.76818,0.0,0.4132,0.46753,S
0.47596000000000005,0.59528,0.0,0.308,0.9578899999999999,S
0.49798000000000003,0.8829299999999999,0.0,0.4356,0.76902,S
0.48149,0.2908,0.0,0.1776,0.9889700000000001,S
0.6754899999999999,0.63384,0.0,0.12,0.80132,S
0.65761,0.73903,0.0,0.12905,0.9596299999999999,S
0.52708,0.8767,0.0,0.37200000000000005,0.46974,S
0.62043,0.7559600000000001,0.0,0.182,0.9862799999999999,S
0.43648000000000003,0.7598,0.0,0.4516,0.7804300000000001,S
0.51326,0.98255,0.0,0.5676,0.54811,S
0.43951999999999997,0.51215,0.0,0.3036,0.87434,S
0.39399,0.45492,0.0,0.3248,0.97909,S
0.37271,0.67604,0.0,0.5016,0.33343,S
0.36746999999999996,0.90099,0.0,1.0,0.0,NS
0.55092,0.67965,0.0,0.2504,0.8776,S
0.4715,0.97378,0.0,1.0,0.0,NS
0.5856600000000001,0.8689899999999999,0.0,0.2628,0.9288200000000001,S
0.38829,0.20403,0.0,0.1944,0.9805299999999999,S
0.38779,0.36114,0.0,0.2812,0.9734299999999999,S
0.6543,0.66581,0.0,0.12145999999999998,0.9848399999999999,S
0.66476,0.85159,0.0,0.14232999999999998,0.80062,S
0.34179,0.8590200000000001,0.0,1.0,0.0,NS
0.61864,0.99092,0.0,0.2668,0.76269,S
0.35039000000000003,0.34428000000000003,0.0,0.302,0.98715,S
0.48244,0.67318,0.0,0.3308,0.8984200000000001,S
0.58514,0.8023,0.0,0.242,0.8560200000000001,S
0.47131000000000006,0.38306999999999997,0.0,0.222,0.9571200000000001,S
0.494,0.72731,0.0,0.3404,0.95089,S
0.31056999999999996,0.51046,0.0,0.4732,0.7554,S
0.47263999999999995,0.73172,0.0,0.3752,0.91866,S
0.56625,0.7292,0.0,0.244,0.91751,S
0.60063,0.96867,0.0,0.2852,0.48863,S
0.53763,0.9850399999999999,0.0,0.4672,0.47338,S
0.43204,0.94424,0.0,1.0,0.0,NS
0.49721000000000004,0.27867,0.0,0.1632,0.88969,S
0.41441999999999996,0.91059,0.0,1.0,0.0,NS
0.47886000000000006,0.81526,0.0,0.4136,0.94715,S
0.30372,0.79496,0.0,1.0,0.0,NS
0.49378999999999995,0.47513999999999995,0.0,0.2412,0.9650799999999999,S
0.4397,0.29008,0.0,0.2068,0.9874299999999999,S
0.39402,0.53347,0.0,0.3712,0.60029,S
0.57909,0.9273299999999999,0.0,0.3032,0.69122,S
0.47084,0.86524,0.0,0.4876,0.87031,S
0.48636999999999997,0.45115,0.0,0.2376,0.98283,S
0.5202399999999999,0.99989,0.0,0.5720000000000001,0.6701199999999999,S
0.46781999999999996,0.7391,0.0,0.382,0.92163,S
0.35769,0.40996000000000005,0.0,0.336,0.9675799999999999,S
0.36703,0.32295,0.0,0.276,0.9694,S
0.38190999999999997,0.99224,0.0,1.0,0.0,NS
0.43212,0.6053,0.0,0.3628,0.9708399999999999,S
0.35057,0.56214,0.0,0.4488,0.83396,S
0.62841,0.81455,0.0,0.1844,0.9626899999999999,S
0.47626999999999997,0.44116000000000005,0.0,0.2412,0.95089,S
0.43268,0.87136,0.0,1.0,0.0,NS
0.3687,0.33479000000000003,0.0,0.2808,0.9577899999999999,S
0.46037,0.69875,0.0,0.3716,0.9006200000000001,S
0.30888000000000004,0.31790999999999997,0.0,0.3228,0.9783200000000001,S
0.5921,0.6825,0.0,0.2012,0.73947,S
0.61305,0.56501,0.0,0.146,0.97736,S
0.56497,0.9171799999999999,0.0,0.3196,0.79338,S
0.40402,0.43432,0.0,0.3036,0.96355,S
0.54927,0.8055399999999999,0.0,0.2948,0.466,S
0.3586,0.47908,0.0,0.3812,0.8951600000000001,S
0.30658,0.98725,0.0,1.0,0.0,NS
0.46957,0.46784,0.0,0.2608,0.94542,S
0.37943000000000005,0.5916100000000001,0.0,0.4236,0.63357,S
0.31577,0.54114,0.0,0.4864,0.7401399999999999,S
0.4669,0.66066,0.0,0.3448,0.9111799999999999,S
0.58222,0.89033,0.0,0.2772,0.95549,S
0.46083999999999997,0.24048000000000003,0.0,0.1712,0.98216,S
0.51231,0.94406,0.0,0.4744,0.9298799999999999,S
0.43315,0.59385,0.0,0.3552,0.8438399999999999,S
0.47891999999999996,0.49078,0.0,0.2608,0.946,S
0.32269000000000003,0.9744700000000001,0.0,1.0,0.0,NS
0.31156999999999996,0.95936,0.0,1.0,0.0,NS
0.48708999999999997,0.75412,0.0,0.3632,0.76374,S
0.48762,0.4143,0.0,0.22399999999999998,0.98388,S
0.44117,0.67057,0.0,0.3848,0.60077,S
0.38137,0.8736299999999999,0.0,1.0,0.0,NS
0.63563,0.8730600000000001,0.0,0.188,0.79482,S
0.40713,0.49453,0.0,0.3316,0.9858,S
0.47736000000000006,0.9844,0.0,1.0,0.0,NS
0.6117,0.99264,0.0,0.2804,0.33113000000000004,S
0.33915,0.61243,0.0,0.5092,0.77755,S
0.30649,0.92465,0.0,1.0,0.0,NS
0.37656999999999996,0.26971999999999996,0.0,0.2384,0.9757299999999999,S
0.41915,0.2065,0.0,0.17800000000000002,0.9827299999999999,S
0.43103,0.25461999999999996,0.0,0.1956,0.98369,S
0.5423100000000001,0.56376,0.0,0.2232,0.89199,S
0.40660999999999997,0.51103,0.0,0.3436,0.9578899999999999,S
0.51407,0.45838999999999996,0.0,0.21600000000000003,0.9593299999999999,S
0.63797,0.85393,0.0,0.1804,0.97803,S
0.59342,0.8737299999999999,0.0,0.2488,0.73487,S
0.60446,0.79451,0.0,0.21600000000000003,0.77477,S
0.40768000000000004,0.25738,0.0,0.2144,0.97516,S
0.49367,0.53147,0.0,0.262,0.96835,S
0.33985,0.29899000000000003,0.0,0.284,0.98034,S
0.43798000000000004,0.86708,0.0,0.9068,0.057937999999999996,NS
0.6359100000000001,0.9937,0.0,0.2316,0.6182300000000001,S
0.32181,0.7165100000000001,0.0,1.0,0.0,NS
0.54755,0.9921,0.0,0.4448,0.92,S
0.36325,0.87066,0.0,1.0,0.0,NS
0.49068,0.86725,0.0,0.4416,0.91156,S
0.60785,0.72512,0.0,0.1896,0.7342,S
0.37482,0.53237,0.0,0.3948,0.9404299999999999,S
0.45361,0.73417,0.0,0.4016,0.9300700000000001,S
0.63362,0.8514799999999999,0.0,0.1828,0.9159700000000001,S
0.5593100000000001,0.96621,0.0,0.3772,0.8962100000000001,S
0.37094,0.95514,0.0,1.0,0.0,NS
0.43756000000000006,0.29454,0.0,0.2104,0.98369,S
0.56111,0.9771799999999999,0.0,0.38,0.26341,S
0.6449,0.93421,0.0,0.1856,0.90341,S
0.31821,0.9656299999999999,0.0,1.0,0.0,NS
0.35296,0.57335,0.0,0.4504,0.68624,S
0.53398,0.61433,0.0,0.2472,0.87185,S
0.48822,0.80875,0.0,0.3968,0.54974,S
0.31961,0.8315799999999999,0.0,1.0,0.0,NS
0.39644,0.55604,0.0,0.3812,0.52489,S
0.42143,0.2604,0.0,0.2036,0.98715,S
0.48667,0.59892,0.0,0.29600000000000004,0.82983,S
0.3556,0.27181,0.0,0.2516,0.89554,S
0.39147,0.25722,0.0,0.222,0.9389,S
0.36125999999999997,0.72373,0.0,0.8828,0.52182,S
0.4587,0.40386,0.0,0.242,0.9605799999999999,S
0.56633,0.53496,0.0,0.192,0.9789,S
0.42961000000000005,0.8972899999999999,0.0,1.0,0.0,NS
0.55114,0.42504,0.0,0.1728,0.887,S
0.41075,0.45666,0.0,0.3076,0.7268100000000001,S
0.31819000000000003,0.36133000000000004,0.0,0.3456,0.9690200000000001,S
0.4827,0.34595,0.0,0.1988,0.9787100000000001,S
0.42239,0.76503,0.0,0.4892,0.94427,S
0.42961000000000005,0.8972899999999999,0.0,1.0,0.0,NS
0.44721000000000005,0.32873,0.0,0.2196,0.96767,S
0.31853000000000004,0.71429,0.0,1.0,0.0,NS
0.6348600000000001,0.9019799999999999,0.0,0.192,0.826,S
0.53233,0.50121,0.0,0.2176,0.96835,S
0.34215999999999996,0.40791,0.0,0.3504,0.9722799999999999,S
0.52857,0.62858,0.0,0.2584,0.81583,S
0.62416,0.85734,0.0,0.1988,0.89228,S
0.49587,0.5754199999999999,0.0,0.2784,0.77305,S
0.49177,0.49188000000000004,0.0,0.2456,0.98062,S
0.37631,0.87044,0.0,1.0,0.0,NS
0.63797,0.85393,0.0,0.1804,0.97803,S
0.59342,0.8737299999999999,0.0,0.2488,0.73487,S
0.60446,0.79451,0.0,0.21600000000000003,0.77477,S
0.40768000000000004,0.25738,0.0,0.2144,0.97516,S
0.49367,0.53147,0.0,0.262,0.96835,S
0.33985,0.29899000000000003,0.0,0.284,0.98034,S
0.43798000000000004,0.86708,0.0,0.9068,0.057937999999999996,NS
0.36125999999999997,0.72373,0.0,0.8828,0.52182,S
0.4587,0.40386,0.0,0.242,0.9605799999999999,S
0.56633,0.53496,0.0,0.192,0.9789,S
0.42961000000000005,0.8972899999999999,0.0,1.0,0.0,NS
0.55114,0.42504,0.0,0.1728,0.887,S
0.41075,0.45666,0.0,0.3076,0.7268100000000001,S
0.31819000000000003,0.36133000000000004,0.0,0.3456,0.9690200000000001,S
0.4827,0.34595,0.0,0.1988,0.9787100000000001,S
0.42239,0.76503,0.0,0.4892,0.94427,S
0.42961000000000005,0.8972899999999999,0.0,1.0,0.0,NS
0.55114,0.42504,0.0,0.1728,0.887,S
0.41075,0.45666,0.0,0.3076,0.7268100000000001,S
0.31819000000000003,0.36133000000000004,0.0,0.3456,0.9690200000000001,S
0.4827,0.34595,0.0,0.1988,0.9787100000000001,S
0.42239,0.76503,0.0,0.4892,0.94427,S
0.42961000000000005,0.8972899999999999,0.0,1.0,0.0,NS
0.55114,0.42504,0.0,0.1728,0.887,S
0.41075,0.45666,0.0,0.3076,0.7268100000000001,S
0.31819000000000003,0.36133000000000004,0.0,0.3456,0.9690200000000001,S
0.4827,0.34595,0.0,0.1988,0.9787100000000001,S
0.42239,0.76503,0.0,0.4892,0.94427,S
0.42961000000000005,0.8972899999999999,0.0,1.0,0.0,NS
0.55114,0.42504,0.0,0.1728,0.887,S
0.41075,0.45666,0.0,0.3076,0.7268100000000001,S
0.31819000000000003,0.36133000000000004,0.0,0.3456,0.9690200000000001,S
0.4827,0.34595,0.0,0.1988,0.9787100000000001,S
0.65654,0.6257,0.0,0.12333,0.945,S
0.5511699999999999,0.26899999999999996,0.0,0.12429000000000001,0.98801,S
0.43976000000000004,0.6428,0.0,0.3744,0.9149200000000001,S
0.40389,0.5284300000000001,0.0,0.3564,0.8437399999999999,S
0.38118,0.45173,0.0,0.3396,0.97851,S
0.46884,0.77975,0.0,0.4028,0.7177,S
0.66442,0.47235,0.0,0.12,0.98014,S
0.6241899999999999,0.9602700000000001,0.0,0.23399999999999999,0.69813,S
0.56801,0.44086000000000003,0.0,0.162,0.99185,S
0.46108999999999994,0.9842299999999999,0.0,1.0,0.0,NS
0.60997,0.34196,0.0,0.12,0.9710200000000001,S
0.46618999999999994,0.72869,0.0,0.3808,0.95281,S
0.32665,0.68555,0.0,0.9079999999999999,0.14187,NS
0.31598000000000004,0.7784399999999999,0.0,1.0,0.0,NS
0.69829,0.99597,0.0,0.12118,0.96783,S
0.48931,0.39404,0.0,0.2156,0.97525,S
0.49399,0.32643,0.0,0.1816,0.9716100000000001,S
0.32206999999999997,0.8601700000000001,0.0,1.0,0.0,NS
0.6572100000000001,0.51256,0.0,0.12,0.9733200000000001,S
0.6894,0.9016200000000001,0.0,0.12,0.9098299999999999,S
0.36959000000000003,0.75752,0.0,0.7528,0.6846,S
0.5365,0.63684,0.0,0.2512,0.9656600000000001,S
0.51259,0.95162,0.0,0.5,0.3529,S
0.31982,0.9504299999999999,0.0,1.0,0.0,NS
0.36975,0.64512,0.0,0.4788,0.79386,S
0.53588,0.47162,0.0,0.2004,0.69823,S
0.55812,0.7550899999999999,0.0,0.2624,0.95693,S
0.61133,0.77749,0.0,0.1992,0.9811,S
0.39561,0.62338,0.0,0.4216,0.9252799999999999,S
0.33209,0.34164,0.0,0.3184,0.9700700000000001,S
0.40071,0.5444100000000001,0.0,0.37,0.93861,S
0.45148999999999995,0.9204700000000001,0.0,1.0,0.0,NS
0.47229,0.91132,0.0,0.5892,0.9303600000000001,S
0.47003,0.21143,0.0,0.1508,0.9863799999999999,S
0.52351,0.81398,0.0,0.3392,0.91194,S
0.32311999999999996,0.6049399999999999,0.0,0.5316,0.52499,S
0.31489,0.65486,0.0,0.8384,0.62859,S
0.48203,0.82985,0.0,0.42200000000000004,0.94868,S
0.62054,0.9035799999999999,0.0,0.2176,0.76451,S
0.46311,0.76818,0.0,0.4132,0.46753,S
0.47596000000000005,0.59528,0.0,0.308,0.9578899999999999,S
0.49798000000000003,0.8829299999999999,0.0,0.4356,0.76902,S
0.48149,0.2908,0.0,0.1776,0.9889700000000001,S
0.60455,0.41373999999999994,0.0,0.12378,0.9778399999999999,S
0.32182,0.7548,0.0,1.0,0.0,NS
0.45583,0.66935,0.0,0.3632,0.96326,S
0.65309,0.2933,0.0,0.04,0.96786,S
0.65091,0.78555,0.0,0.1492,0.53755,S
0.65159,0.34212,0.0,0.06,0.9154,S
0.6968,0.24766,0.0,0.04,0.99064,S
0.6176699999999999,0.73626,0.0,0.1808,0.9735299999999999,S
0.63876,0.48761000000000004,0.0,0.12,0.98782,S
0.64556,0.47488,0.0,0.12,0.9629700000000001,S
0.6833,0.44176000000000004,0.0,0.04,0.97465,S
0.6075699999999999,0.41444,0.0,0.12571,0.90091,S
0.64525,0.69107,0.0,0.1412,0.97046,S
0.60515,0.31303000000000003,0.0,0.12,0.92691,S
0.68908,0.45171999999999995,0.0,0.04,0.98026,S
0.62366,0.5452899999999999,0.0,0.1396,0.77842,S
0.63317,0.7377199999999999,0.0,0.1612,0.98993,S
0.61697,0.62398,0.0,0.1608,0.98408,S
0.43654,0.32988,0.0,0.2264,0.9233600000000001,S
0.31455,0.96696,0.0,1.0,0.0,NS
0.52035,0.76131,0.0,0.3148,0.9652799999999999,S
0.55524,0.33214,0.0,0.13957,0.97026,S
0.32016999999999995,0.8095,0.0,1.0,0.0,NS
0.32219000000000003,0.7407600000000001,0.0,1.0,0.0,NS
0.6721199999999999,0.24645,0.0,0.04,0.9860700000000001,S
0.52423,0.68862,0.0,0.2816,0.93094,S
0.6594800000000001,0.2257,0.0,0.06,0.98855,S
0.60734,0.43973,0.0,0.1225,0.98225,S
0.47546000000000005,0.42349,0.0,0.2372,0.9284399999999999,S
0.57045,0.8261799999999999,0.0,0.2656,0.50763,S
0.66566,0.65353,0.0,0.12,0.9702200000000001,S
0.4354,0.43506999999999996,0.0,0.2768,0.97659,S
0.60636,0.43321000000000004,0.0,0.12353,0.9624299999999999,S
0.51293,0.64059,0.0,0.2828,0.96691,S
0.44046,0.61954,0.0,0.3628,0.8495,S
0.45341000000000004,0.97624,0.0,1.0,0.0,NS
0.51798,0.61617,0.0,0.2668,0.9533799999999999,S
0.34384000000000003,0.99445,0.0,1.0,0.0,NS
0.62539,0.80996,0.0,0.1892,0.9333299999999999,S
0.4438,0.61531,0.0,0.3536,0.83501,S
0.46621999999999997,0.90585,0.0,0.5976,0.63923,S
0.32855,0.39743,0.0,0.36200000000000004,0.9748700000000001,S
0.49146000000000006,0.59133,0.0,0.28600000000000003,0.9341,S
0.46046000000000004,0.3093,0.0,0.1992,0.98264,S
0.64976,0.61924,0.0,0.12129000000000001,0.9500200000000001,S
0.38484,0.26496,0.0,0.2316,0.9887799999999999,S
0.58912,0.37955,0.0,0.12555999999999998,0.9297200000000001,S
0.31589,0.41568999999999995,0.0,0.3856,0.9289200000000001,S
0.38592,0.9581799999999999,0.0,1.0,0.0,NS
0.43485,0.602,0.0,0.3604,0.33314,S
0.54677,0.7841899999999999,0.0,0.2892,0.51242,S
0.62466,0.53071,0.0,0.12957,0.9829700000000001,S
0.6241800000000001,0.33439,0.0,0.12,0.98111,S
0.45697,0.54033,0.0,0.3028,0.9643200000000001,S
0.6785,0.47848999999999997,0.0,0.04,0.9830200000000001,S
0.40621999999999997,0.45786000000000004,0.0,0.3168,0.84652,S
0.67238,0.59413,0.0,0.12,0.9023700000000001,S
0.37014,0.99672,0.0,1.0,0.0,NS
0.5335300000000001,0.48458,0.0,0.20327,0.60916,S
0.64157,0.42851999999999996,0.0,0.12,0.9825200000000001,S
0.5645899999999999,0.69272,0.0,0.2388,0.9474299999999999,S
0.52159,0.7517,0.0,0.3108,0.85257,S
0.51663,0.6198,0.0,0.2672,0.72643,S
0.6783899999999999,0.26894,0.0,0.04,0.98311,S
0.50862,0.39942,0.0,0.2004,0.95799,S
0.60297,0.72922,0.0,0.2,0.97564,S
0.5082800000000001,0.77475,0.0,0.34,0.71453,S
0.56047,0.5388,0.0,0.1992,0.9007200000000001,S
0.58634,0.60117,0.0,0.1824,0.98072,S
0.6745899999999999,0.40944,0.0,0.04,0.9816,S
0.66057,0.6301899999999999,0.0,0.12,0.66206,S
0.63553,0.56487,0.0,0.1275,0.9180799999999999,S
0.54486,0.32145,0.0,0.1428,0.9874299999999999,S
0.66317,0.45486000000000004,0.0,0.06,0.95635,S
0.5856,0.27433,0.0,0.12,0.97909,S
0.6764399999999999,0.78942,0.0,0.12,0.40384000000000003,S
0.69938,0.56757,0.0,0.06,0.97905,S
0.6533399999999999,0.5976100000000001,0.0,0.1,0.9855200000000001,S
0.6774100000000001,0.61732,0.0,0.1,0.91837,S
0.65852,0.39261,0.0,0.08,0.9819899999999999,S
0.6583,0.53122,0.0,0.1,0.9837899999999999,S
0.66369,0.3746,0.0,0.08,0.93871,S
0.6686,0.52247,0.0,0.08,0.9875299999999999,S
0.6776399999999999,0.46465,0.0,0.06,0.9778399999999999,S
0.6829,0.47723000000000004,0.0,0.06,0.76559,S
0.67281,0.53766,0.0,0.08,0.9645100000000001,S
0.6512600000000001,0.34138,0.0,0.08,0.97496,S
0.65335,0.25688,0.0,0.06,0.98062,S
0.65561,0.40753,0.0,0.08,0.9842700000000001,S
0.6945399999999999,0.42855,0.0,0.04,0.98351,S
